,full_name,resale_price,registered_year,engine_capacity,insurance,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,transmission_type_Automatic,transmission_type_Manual
1226,2014 BMW 3 Series 320d Prestige,9336,2015,1995,Comprehensive,64665,Second Owner,Diesel,5,1888,Sedan,Chandigarh,1,0
1227,2015 Volkswagen Vento 1.5 TDI Highline AT,4812,2015,1498,0,120580,Second Owner,Diesel,5,2121,Sedan,Chandigarh,1,0
1228,2019 Hyundai i20 Sportz Plus BSIV,7271,2019,1197,Zero Dep,28709,First Owner,Petrol,5,186,Hatchback,Chandigarh,0,1
1229,2017 Hyundai Creta 1.4 E Plus CRDi,5184,2017,1396,0,143867,First Owner,Diesel,5,221,SUV,Chandigarh,0,1
1230,2014 Hyundai Grand i10 Magna,3876,2014,1197,0,9436,First Owner,Petrol,5,189,Hatchback,Chandigarh,0,1
1232,2016 Volkswagen Vento 1.5 TDI Highline AT,6516,2016,1498,0,71973,First Owner,Diesel,5,2215,Sedan,Chandigarh,1,0
1233,2012 Nissan Sunny Diesel XV,2220,2012,1461,0,89218,Second Owner,Diesel,5,2164,Sedan,Chandigarh,0,1
1234,2019 Maruti Wagon R VXI Opt 1.2BSIV,4344,2019,1197,0,44629,First Owner,Petrol,5,215,Hatchback,Chandigarh,0,1
1235,2022 Maruti Ignis Sigma BSVI,6348,2022,1197,0,7754,First Owner,Petrol,5,2089,Hatchback,Chandigarh,0,1
1236,2016 Mahindra XUV500 AT W10 FWD,7908,2016,2179,Comprehensive,111269,Third Owner,Diesel,7,16,SUV,Chandigarh,1,0
1237,2018 Maruti Ignis 1.2 AMT Alpha BSIV,4919,2019,1197,Zero Dep,45574,First Owner,Petrol,5,2089,Hatchback,Chandigarh,1,0
1238,2017 Maruti Swift Dzire VXI,3803,2017,1197,Comprehensive,36451,First Owner,Petrol,5,2085,Sedan,Chandigarh,0,1
1239,2015 Renault KWID RXT,1739,2015,799,Comprehensive,20066,Second Owner,Petrol,5,2517,Hatchback,Chandigarh,0,1
1240,2020 Hyundai Verna SX Diesel,10836,2021,1493,0,56488,First Owner,Diesel,5,25,Sedan,Chandigarh,0,1
1241,2013 Hyundai Elantra S,4164,2013,1797,0,48112,Third Owner,Petrol,5,163,Sedan,Chandigarh,0,1
1244,2015 Volkswagen Vento 1.5 TDI Highline,4764,2015,1498,0,169259,First Owner,Diesel,5,2034,Sedan,Chandigarh,0,1
1245,2021 Maruti Swift ZXI Plus DT BSVI,8676,2021,1197,Third Party,27210,First Owner,Petrol,5,2238,Hatchback,Chandigarh,0,1
1246,2011 Hyundai i20 1.2 Asta,4200,2011,1197,Comprehensive,46071,First Owner,Petrol,5,17,Hatchback,Chandigarh,0,1
1247,2013 Honda Amaze S i-Dtech,4800,2013,1498,Comprehensive,78805,Second Owner,Diesel,5,258,Sedan,Chandigarh,0,1
1248,2021 Kia Seltos GTX Option,18600,2021,1353,0,11312,First Owner,Petrol,5,165,SUV,Chandigarh,0,1
1250,2011 Volkswagen Vento Diesel Trendline,2496,2011,1598,0,142236,Second Owner,Diesel,5,2054,Sedan,Chandigarh,0,1
1251,2010 Chevrolet Cruze LTZ,4908,2011,1991,Third Party,132375,Third Owner,Diesel,5,183,Sedan,Chandigarh,0,1
1253,2016 Volkswagen Vento 1.6 Highline,6600,2016,1598,0,70594,First Owner,Petrol,5,1609,Sedan,Chandigarh,0,1
1254,2016 Hyundai Xcent 1.2 Kappa S,5400,2017,1197,0,32443,First Owner,Petrol,5,191,Sedan,Chandigarh,0,1
1255,2012 Mercedes-Benz B Class B180 Sports,12348,2017,1595,Comprehensive,43277,Second Owner,Petrol,5,119,Hatchback,Chandigarh,1,0
1256,2022 Renault KWID 1.0 RXT Opt,6000,2022,999,Comprehensive,9857,First Owner,Petrol,5,2174,Hatchback,Chandigarh,0,1
1257,2014 Skoda Octavia Ambition 2.0 TDI AT,13380,2014,1968,0,27277,First Owner,Diesel,5,193,Sedan,Chandigarh,1,0
1258,2021 Renault Duster RXZ,13200,2021,1498,0,12912,First Owner,Petrol,5,1642,SUV,Chandigarh,0,1
1260,2015 Mahindra TUV 300 T8 AMT,7212,2016,1493,0,58416,Second Owner,Diesel,7,1849,SUV,Chandigarh,1,0
1261,2019 Jeep Compass 2.0 Limited Plus BSIV,17388,2019,1956,0,39318,First Owner,Diesel,5,171,SUV,Chandigarh,0,1
1263,2017 Ford Figo 1.2P Trend MT,4800,2017,1196,0,31610,Second Owner,Petrol,5,1816,Hatchback,Chandigarh,0,1
1264,2009 Maruti SX4 VXI,2340,2009,1586,0,69183,Second Owner,Petrol,5,155,Sedan,Chandigarh,0,1
1265,2014 Fiat Linea T-Jet,10500,2015,1368,0,48668,First Owner,Petrol,5,146,Sedan,Chandigarh,0,1
1267,2012 Hyundai Verna 1.6 CRDI,5640,2012,1582,Comprehensive,78344,First Owner,Diesel,5,2232,Sedan,Chandigarh,0,1
1268,2015 Renault Duster 110PS Diesel RxL,6000,2016,1461,0,189429,First Owner,Diesel,5,1901,SUV,Chandigarh,0,1
1269,2012 Volkswagen Polo Diesel Comfortline 1.2L,4200,2012,1199,0,52608,Third Owner,Diesel,5,2207,Hatchback,Chandigarh,0,1
1270,2019 Maruti Swift AMT ZXI Plus,9600,2020,1197,0,15711,First Owner,Petrol,5,2121,Hatchback,Chandigarh,1,0
1271,2012 Skoda Rapid 1.6 TDI Elegance,4620,2013,1598,Comprehensive,108356,First Owner,Diesel,5,205,Sedan,Chandigarh,0,1
1273,2017 Mahindra XUV500 W6 2WD,12000,2018,2179,0,102229,First Owner,Diesel,7,16,SUV,Chandigarh,0,1
1274,2013 Maruti Swift VDI,4800,2013,1248,0,93118,Second Owner,Diesel,5,229,Hatchback,Chandigarh,0,1
1275,2021 Tata Nexon XZ Plus (O) BSVI,14400,2022,1199,0,4005,First Owner,Petrol,5,1757,SUV,Chandigarh,0,1
1276,2010 Maruti Swift Vdi BSIII,3479,2010,1248,Comprehensive,147667,Second Owner,Diesel,5,178,Hatchback,Chandigarh,0,1
1277,2013 Maruti Ertiga ZDI,7800,2014,1248,0,96877,First Owner,Diesel,7,2077,MUV,Chandigarh,0,1
1278,2019 Ford Ecosport S Diesel BSIV,10800,2019,1498,Comprehensive,54123,First Owner,Diesel,5,23,SUV,Bangalore,0,1
1279,2019 Tata Hexa XM,15600,2019,2179,0,31290,First Owner,Diesel,7,176,MUV,Bangalore,0,1
1280,2012 Volkswagen Polo Diesel Highline 1.2L,4128,2012,1199,0,91128,Fourth Owner,Diesel,5,2207,Hatchback,Bangalore,0,1
1281,2009 Hyundai Verna CRDi SX AT,1536,2010,1493,0,66642,First Owner,Diesel,5,168,Sedan,Bangalore,1,0
1282,2022 Hyundai Alcazar Platinum 7-Seater Diesel BSVI,24000,2022,1493,0,24522,First Owner,Diesel,7,204,SUV,Bangalore,0,1
1283,2022 Mahindra Thar LX 4-Str Hard Top Diesel BSVI,19800,2022,2184,Comprehensive,12338,First Owner,Diesel,4,152,SUV,Bangalore,0,1
1284,2020 Jeep Compass 1.4 Longitude Plus AT,19200,2020,1368,0,73643,First Owner,Petrol,5,141,SUV,Bangalore,1,0
1285,2008 Hyundai i10 Sportz,2760,2008,1197,0,80198,Second Owner,Petrol,5,2036,Hatchback,Bangalore,0,1
1286,2014 Volkswagen Polo 1.5 TDI Trendline,5400,2015,1498,0,90649,Second Owner,Diesel,5,2014,Hatchback,Bangalore,0,1
1287,2013 Volkswagen Vento Petrol Comfortline,4200,2013,1598,Comprehensive,52304,First Owner,Petrol,5,1504,Sedan,Bangalore,0,1
1288,2021 MG Hector Plus Sharp DCT,18000,2021,1451,0,62121,First Owner,Petrol,6,1167,SUV,Bangalore,1,0
1289,2019 Maruti Swift VXI,7200,2019,1197,0,24752,First Owner,Petrol,5,2121,Hatchback,Bangalore,0,1
1290,2014 Hyundai Grand i10 Magna,4440,2014,1197,Comprehensive,58630,First Owner,Petrol,5,189,Hatchback,Bangalore,0,1
1291,2018 Honda Jazz 1.2 VX i VTEC,7800,2018,1199,Zero Dep,36923,First Owner,Petrol,5,187,Hatchback,Bangalore,0,1
1292,2017 Maruti Baleno 1.3 Alpha,7656,2017,1248,Comprehensive,49310,First Owner,Diesel,5,2739,Hatchback,Bangalore,0,1
1293,2015 Hyundai Xcent 1.2 Kappa S,4812,2016,1197,Comprehensive,14492,First Owner,Petrol,5,191,Sedan,Bangalore,0,1
1294,2016 Hyundai i20 Asta 1.2,7200,2016,1197,0,30231,First Owner,Petrol,5,186,Hatchback,Bangalore,0,1
1295,2008 Hyundai Getz 1.3 GLS,2400,2008,1341,0,93565,Second Owner,Petrol,5,142,Hatchback,Bangalore,0,1
1296,2013 Hyundai Grand i10 Sportz,4200,2013,1197,0,88700,Second Owner,Petrol,5,189,Hatchback,Bangalore,0,1
1297,2021 Renault Kiger RXZ Turbo,7836,2022,999,Zero Dep,16436,First Owner,Petrol,5,205,SUV,Bangalore,0,1
1298,2008 Maruti Swift Ldi BSII,1272,2008,1248,Comprehensive,140046,First Owner,Diesel,5,178,Hatchback,Bangalore,0,1
1299,2015 Honda City i DTEC V,3984,2016,1498,0,100695,Third Owner,Diesel,5,26,Sedan,Bangalore,0,1
1300,2019 Hyundai Creta 1.6 SX Automatic,18000,2019,1591,Zero Dep,27139,First Owner,Petrol,5,148,SUV,Bangalore,1,0
1301,2020 Honda City ZX CVT,14400,2021,1498,0,23511,First Owner,Petrol,5,183,Sedan,Bangalore,1,0
1302,2011 Hyundai i20 1.2 Sportz,3360,2011,1197,0,73544,Third Owner,Petrol,5,17,Hatchback,Bangalore,0,1
1303,2018 Hyundai Creta 1.6 VTVT SX Plus,13200,2018,1591,0,40968,First Owner,Petrol,5,13,SUV,Bangalore,0,1
1304,2012 Skoda Rapid 1.6 TDI Elegance,4440,2012,1598,0,116906,First Owner,Diesel,5,205,Sedan,Bangalore,0,1
1305,2010 Maruti Alto LXi,2400,2011,796,0,52545,First Owner,Petrol,5,197,Hatchback,Bangalore,0,1
1306,2019 Hyundai Verna VTVT 1.6 SX,9947,2019,1591,0,22104,First Owner,Petrol,5,17,Sedan,Bangalore,0,1
1307,2014 Hyundai EON Magna Plus,2640,2014,814,Third Party,70524,Third Owner,Petrol,5,211,Hatchback,Bangalore,0,1
1308,2013 Honda Brio S MT,3479,2013,1198,0,53510,Third Owner,Petrol,5,194,Hatchback,Bangalore,0,1
1309,2014 Skoda Rapid 1.5 TDI AT Elegance Plus,5400,2015,1498,Comprehensive,103075,Third Owner,Diesel,5,2166,Sedan,Bangalore,1,0
1310,2017 Skoda Rapid 1.5 TDI Style BSIV,9000,2017,1498,0,76592,First Owner,Diesel,5,2113,Sedan,Bangalore,0,1
1312,2010 Tata Manza Aura (ABS) Quadrajet,1560,2010,1248,0,141627,First Owner,Diesel,5,188,Sedan,Bangalore,0,1
1314,2012 Skoda Rapid 1.6 TDI Elegance Plus,3959,2013,1598,0,105153,Third Owner,Diesel,5,205,Sedan,Bangalore,0,1
1315,2007 Hyundai Santro Xing GLS,1800,2008,1086,0,37597,Second Owner,Petrol,5,1792,Hatchback,Bangalore,0,1
1316,2015 Mahindra XUV500 W8 FWD,11400,2015,2179,0,72641,First Owner,Diesel,7,151,SUV,Bangalore,0,1
1317,2014 Maruti Wagon R VXI BS IV,4632,2015,998,Comprehensive,39510,First Owner,Petrol,5,2051,Hatchback,Bangalore,0,1
1318,2015 Honda Amaze S i-Vtech,5460,2015,1198,Comprehensive,33046,First Owner,Petrol,5,18,Sedan,Bangalore,0,1
1319,2011 Ford Figo Diesel Titanium,2400,2011,1399,Third Party,150032,First Owner,Diesel,5,20,Hatchback,Bangalore,0,1
1321,2016 Maruti Ertiga SHVS ZDI Plus,9600,2016,1248,0,38325,First Owner,Diesel,7,2452,MUV,Bangalore,0,1
1322,2013 Chevrolet Sail Hatchback Petrol LS ABS,1428,2013,1199,Comprehensive,14078,First Owner,Petrol,5,182,Hatchback,Bangalore,0,1
1323,2016 Honda BR-V i-VTEC V CVT,9000,2016,1497,0,78568,Second Owner,Petrol,7,154,SUV,Bangalore,1,0
1324,2010 Hyundai i10 Era,2760,2010,1086,Comprehensive,102558,Second Owner,Petrol,5,1981,Hatchback,Bangalore,0,1
1325,2010 Hyundai Verna CRDi,3396,2011,1493,0,123776,First Owner,Diesel,5,168,Sedan,Bangalore,0,1
1326,2012 Renault Duster 110PS Diesel RxZ,6648,2012,1461,Comprehensive,43789,First Owner,Diesel,5,1901,SUV,Bangalore,0,1
1327,2017 Maruti Baleno 1.2 Delta,6240,2017,1197,Comprehensive,41960,First Owner,Petrol,5,214,Hatchback,Bangalore,0,1
1328,2020 Mercedes-Benz E-Class Exclusive E 220 d BSIV,40764,2020,1950,0,30599,First Owner,Diesel,5,161,Sedan,Bangalore,1,0
1329,2021 Tata Nexon XZ Plus (O) BSVI,12000,2021,1199,0,41451,First Owner,Petrol,5,1757,SUV,Bangalore,0,1
1330,2021 Kia Seltos HTK Plus iMT,15000,2021,1497,Zero Dep,9348,First Owner,Petrol,5,168,SUV,Bangalore,0,1
1331,2009 Skoda Superb Elegance 1.8 TSI AT,6600,2009,1798,Comprehensive,84817,Second Owner,Petrol,5,137,Sedan,Bangalore,1,0
1332,2019 Hyundai Creta 1.6 CRDi SX,18000,2019,1582,0,52178,First Owner,Diesel,5,1967,SUV,Bangalore,0,1
1333,2012 Chevrolet Beat Diesel LS,1800,2013,936,0,83855,Fifth Owner,Diesel,5,2544,Hatchback,Bangalore,0,1
1335,2018 Mahindra XUV500 W7 BSIV,14628,2018,2179,Comprehensive,53768,First Owner,Diesel,7,151,SUV,Bangalore,0,1
1336,2014 Ford Ecosport 1.5 DV5 MT Titanium,6000,2014,1498,Comprehensive,109651,Second Owner,Diesel,5,227,SUV,Bangalore,0,1
1337,2015 Toyota Innova 2.5 ZX Diesel 7 Seater,15000,2015,2494,Comprehensive,191297,Second Owner,Diesel,7,1299,MUV,Bangalore,0,1
1338,2013 Hyundai EON Era Plus,3000,2013,814,Comprehensive,22563,Second Owner,Petrol,5,211,Hatchback,Bangalore,0,1
1339,2008 Volkswagen Passat 2.0 PD DSG,1655,2008,1968,0,173327,Third Owner,Diesel,5,143,Sedan,Bangalore,1,0
1340,2008 Volkswagen Passat 2.0 PD DSG,1655,2008,1968,0,173327,Third Owner,Diesel,5,143,Sedan,Bangalore,1,0
1341,2020 Mahindra XUV300 W4 BSVI,8400,2020,1197,0,13501,First Owner,Petrol,5,1682,SUV,Bangalore,0,1
1342,2016 Ford Aspire 1.2 Ti-VCT Titanium,4488,2017,1196,Comprehensive,113158,Second Owner,Petrol,5,1816,Sedan,Bangalore,0,1
1343,2014 Hyundai Grand i10 Asta Option,5040,2014,1197,0,30897,Second Owner,Petrol,5,189,Hatchback,Bangalore,0,1
1344,2019 Renault KWID RXL BSIV,4800,2019,799,0,32025,First Owner,Petrol,5,2517,Hatchback,Bangalore,0,1
1345,2017 Tata Hexa XMA,12000,2017,2179,0,99107,First Owner,Diesel,7,176,MUV,Bangalore,1,0
1346,2010 Tata Indica Aura 1.2 Safire BSIV,1380,2010,1172,Third Party,24374,First Owner,Petrol,5,165,Hatchback,Bangalore,0,1
1347,2018 Maruti Ciaz 1.4 Alpha,9624,2018,1373,0,29158,First Owner,Petrol,5,2073,Sedan,Bangalore,0,1
1348,2020 MG Hector Sharp Diesel MT,20400,2020,1956,0,39826,First Owner,Diesel,5,1741,SUV,Bangalore,0,1
1349,2013 Maruti Swift VXI,5100,2013,1197,Third Party,96645,First Owner,Petrol,5,186,Hatchback,Bangalore,0,1
1350,2020 Tata Altroz XE BSVI,6504,2021,1199,0,7672,First Owner,Petrol,5,1933,Hatchback,Bangalore,0,1
1351,2015 Maruti Swift Dzire VXI,6432,2015,1197,Third Party,5838,First Owner,Petrol,5,2085,Sedan,Bangalore,0,1
1352,2006 Honda City EXi,2628,2006,1497,Third Party,61279,Fourth Owner,Petrol,5,177,Sedan,Bangalore,0,1
1353,2010 Hyundai i10 Sportz 1.2,3600,2010,1197,0,52447,Second Owner,Petrol,5,2036,Hatchback,Bangalore,0,1
1354,2020 Mahindra XUV300 W8 Option BSVI,12600,2020,1197,0,17817,First Owner,Petrol,5,1682,SUV,Bangalore,0,1
1355,2015 Maruti Celerio VXI AT,6000,2015,998,0,13485,First Owner,Petrol,5,231,Hatchback,Bangalore,1,0
1356,2017 Mahindra XUV500 R W10 FWD,16368,2017,2179,Comprehensive,63127,First Owner,Diesel,7,16,SUV,Bangalore,0,1
1357,2017 Maruti Baleno 1.2 Delta,6000,2017,1197,Comprehensive,35712,First Owner,Petrol,5,214,Hatchback,Bangalore,0,1
1358,2016 Mahindra KUV 100 mFALCON G80 K4 Plus,3600,2016,1198,0,30901,Third Owner,Petrol,6,1815,SUV,Bangalore,0,1
1359,2013 Maruti Ertiga VXI,6959,2013,1373,0,74290,Second Owner,Petrol,7,1602,MUV,Bangalore,0,1
1360,2021 Tata Harrier XZ Plus BSVI,20400,2021,1956,0,31745,First Owner,Diesel,5,1635,SUV,Bangalore,0,1
1361,2009 Maruti SX4 Zxi BSIII,1728,2009,1586,0,66425,First Owner,Petrol,5,15,Sedan,Bangalore,0,1
1363,2017 Hyundai Creta 1.6 CRDi AT SX Plus,13200,2017,1582,0,64470,First Owner,Diesel,5,1701,SUV,Bangalore,1,0
1364,2021 Renault Triber RXE BSVI,8400,2021,999,0,24317,First Owner,Petrol,7,20,MUV,Bangalore,0,1
1365,2015 Maruti Swift ZXI BSIV,6240,2015,1197,0,52991,First Owner,Petrol,5,22,Hatchback,Bangalore,0,1
1366,2009 Hyundai i10 Magna 1.2,3311,2009,1197,0,66156,Second Owner,Petrol,5,2036,Hatchback,Bangalore,0,1
1367,2013 Mahindra Ssangyong Rexton RX7,10043,2013,2696,0,65890,First Owner,Diesel,7,1118,SUV,Bangalore,1,0
1368,2013 Nissan Sunny XL,4452,2013,1498,0,85593,Second Owner,Petrol,5,1695,Sedan,Bangalore,0,1
1369,2007 Honda City EXi,3108,2008,1497,0,100108,First Owner,Petrol,5,177,Sedan,Bangalore,0,1
1370,2011 Hyundai i20 1.4 CRDi Asta,3864,2011,1396,0,102651,Fourth Owner,Diesel,5,23,Hatchback,Bangalore,0,1
1371,2015 Hyundai EON Magna Plus,3803,2015,814,0,59268,First Owner,Petrol,5,211,Hatchback,Bangalore,0,1
1372,2014 Renault Duster 85PS Diesel RxL,7200,2014,1461,Comprehensive,78373,Third Owner,Diesel,5,2045,SUV,Bangalore,0,1
1373,2021 Nissan Magnite XL BSVI,7560,2021,999,Comprehensive,17841,Second Owner,Petrol,5,1875,SUV,Bangalore,0,1
1374,2015 Hyundai i20 Active 1.4 SX,7200,2016,1396,Comprehensive,44301,First Owner,Diesel,5,2119,Hatchback,Bangalore,0,1
1375,2006 Maruti Swift 1.3 VXi,2400,2006,1298,Comprehensive,85421,Fifth Owner,Petrol,5,161,Hatchback,Bangalore,0,1
1376,2021 Maruti Swift Dzire ZXI AT BSVI,11400,2022,1197,Zero Dep,2292,First Owner,Petrol,5,2261,Sedan,Bangalore,1,0
1377,2014 Jaguar XF 2.2 Litre Luxury,24000,2014,2179,0,92561,First Owner,Diesel,5,1636,Sedan,Bangalore,1,0
1378,2019 Hyundai Venue SX Plus Turbo DCT BSIV,12600,2019,998,0,17484,First Owner,Petrol,5,1815,SUV,Bangalore,1,0
1379,2021 Tata Nexon XZ 2020-2022,10008,2021,1199,Comprehensive,17429,First Owner,Petrol,5,1757,SUV,Bangalore,0,1
1380,2021 Mahindra Bolero Neo N10 BSVI,10800,2021,1493,0,31108,Second Owner,Diesel,7,1729,SUV,Bangalore,0,1
1382,2015 Ford Ecosport 1.5 TDCi Titanium BSIV,7067,2015,1498,Comprehensive,97149,Second Owner,Diesel,5,2277,SUV,Bangalore,0,1
1383,2018 Skoda Rapid 1.5 TDI AT Style BSIV,9984,2018,1498,Comprehensive,93591,First Owner,Diesel,5,2172,Sedan,Bangalore,1,0
1384,2022 Tata Altroz XE BSVI,7800,2022,1199,Third Party,3666,Second Owner,Petrol,5,1933,Hatchback,Bangalore,0,1
1385,2016 Maruti Baleno 1.2 CVT Zeta,6600,2016,1197,Third Party,62756,Second Owner,Petrol,5,214,Hatchback,Bangalore,1,0
1386,2013 Audi A6 2.0 TDI,14400,2014,1968,0,173215,First Owner,Diesel,5,1768,Sedan,Bangalore,1,0
1387,2011 Honda City V MT,4524,2011,1497,0,95343,Third Owner,Petrol,5,168,Sedan,Bangalore,0,1
1388,2011 Skoda Laura 1.8 TSI Ambiente,3000,2011,1798,0,107067,Fourth Owner,Petrol,5,134,Sedan,Bangalore,0,1
1389,2015 Honda Jazz 1.5 SV i DTEC,5028,2015,1498,0,83296,First Owner,Diesel,5,273,Hatchback,Bangalore,0,1
1391,2009 Tata New Safari Dicor EX 4X2,3000,2010,2179,0,134097,Third Owner,Diesel,7,1393,SUV,Bangalore,0,1
1392,2018 Hyundai i20 1.2 Asta Dual Tone,8400,2018,1197,0,45499,Second Owner,Petrol,5,186,Hatchback,Bangalore,0,1
1393,2015 Volkswagen Polo 1.5 TDI Highline,6600,2016,1498,Comprehensive,74067,First Owner,Diesel,5,2014,Hatchback,Bangalore,0,1
1394,2015 Honda Amaze VX i-DTEC,6240,2015,1498,0,41105,First Owner,Diesel,5,258,Sedan,Bangalore,0,1
1395,2019 Tata Nexon 1.2 Revotron XZA Plus,9960,2020,1198,Comprehensive,17334,Second Owner,Petrol,5,17,SUV,Bangalore,1,0
1396,2015 Hyundai Creta 1.6 CRDi SX,12000,2015,1582,0,55412,First Owner,Diesel,5,1967,SUV,Bangalore,0,1
1397,2014 Mahindra XUV500 W8 2WD,8568,2014,2179,Comprehensive,146005,Second Owner,Diesel,7,151,SUV,Bangalore,0,1
1398,2013 Maruti Alto 800 LXI,3000,2013,796,0,66006,First Owner,Petrol,5,2274,Hatchback,Bangalore,0,1
1399,2010 Hyundai i10 Sportz 1.2,3600,2010,1197,0,64275,First Owner,Petrol,5,2036,Hatchback,Bangalore,0,1
1400,2020 Mahindra XUV300 W8 BSVI,13211,2020,1197,Zero Dep,12214,First Owner,Petrol,5,1682,SUV,Bangalore,0,1
1401,2018 Maruti Ertiga ZXI Petrol,10800,2019,1462,Comprehensive,68796,First Owner,Petrol,7,1934,MUV,Bangalore,0,1
1402,2018 Hyundai EON 1.0 Magna Plus Option O,4320,2018,998,Comprehensive,36800,Second Owner,Petrol,5,203,Hatchback,Bangalore,0,1
1403,2011 Maruti Swift 1.2 VXI BSIV,4800,2011,1197,0,81529,Second Owner,Petrol,5,161,Hatchback,Bangalore,0,1
1404,2019 Ford Ecosport 1.5 Petrol Titanium BSIV,11088,2019,1497,Comprehensive,8809,First Owner,Petrol,5,17,SUV,Bangalore,0,1
1405,2011 Hyundai i20 1.2 Sportz,4488,2011,1197,0,34852,First Owner,Petrol,5,17,Hatchback,Bangalore,0,1
1406,2014 Honda Amaze S i-Vtech,4620,2015,1198,Comprehensive,70498,First Owner,Petrol,5,18,Sedan,Gurgaon,0,1
1407,2010 Maruti Zen Estilo LX BSIII,1500,2010,998,Third Party,90385,Third Owner,Petrol,5,182,Hatchback,Chandigarh,0,1
1409,2018 Hyundai Grand i10 Sportz Petrol BSIV,7080,2018,1197,Third Party,35000,First Owner,Petrol,5,189,Hatchback,Delhi,0,1
1410,2020 Toyota Fortuner 2.8 4WD AT,45000,2020,2755,Third Party,37000,First Owner,Diesel,7,1504,SUV,Delhi,1,0
1412,2018 Tata Nexon 1.5 Revotorq XZ Plus,9300,2018,1497,Third Party,30200,First Owner,Diesel,5,215,SUV,Delhi,0,1
1413,2017 BMW X1 sDrive 20d xLine,21600,2017,1995,Comprehensive,45000,Third Owner,Diesel,5,2068,SUV,Delhi,1,0
1414,2018 Hyundai Creta 1.6 SX Option,14700,2018,1591,Third Party,24000,First Owner,Petrol,5,158,SUV,Delhi,0,1
1415,2017 BMW 5 Series 520d Luxury Line,43200,2018,1995,Third Party,39000,Second Owner,Diesel,5,1812,Sedan,Delhi,1,0
1416,2018 Toyota Corolla Altis 1.8 G CVT,15300,2018,1798,Comprehensive,36200,Second Owner,Petrol,5,1428,Sedan,Delhi,1,0
1417,2018 Jeep Compass 1.4 Limited Plus,19800,2018,1368,Comprehensive,25000,First Owner,Petrol,5,141,SUV,Delhi,1,0
1418,2017 BMW X1 sDrive 20d xLine,24600,2017,1995,Comprehensive,65000,Second Owner,Diesel,5,2068,SUV,Delhi,1,0
1422,2017 Mercedes-Benz CLS-Class 250 CDI,33600,2017,2143,Comprehensive,55000,Second Owner,Diesel,4,194,Sedan,Delhi,1,0
1423,2017 Toyota Camry 2.5 Hybrid,20940,2017,2494,Comprehensive,75000,Second Owner,Petrol,5,1916,Sedan,Delhi,1,0
1424,2020 Mercedes-Benz GLC 200,62280,2020,1991,Comprehensive,42000,First Owner,Petrol,5,1274,SUV,Delhi,1,0
1425,2016 Honda CR-V 2.0L 2WD AT,19679,2016,1997,Comprehensive,28000,First Owner,Petrol,5,137,SUV,Delhi,1,0
1426,2020 Mercedes-Benz E-Class Exclusive E 220d,66000,2020,1950,Comprehensive,40000,First Owner,Diesel,5,161,Sedan,Delhi,1,0
1427,2016 Mercedes-Benz C-Class Progressive C 220d,34800,2016,1950,Comprehensive,21000,First Owner,Diesel,5,126,Sedan,Delhi,1,0
1430,2011 Hyundai EON Magna,2100,2012,814,Comprehensive,130563,First Owner,Petrol,5,22,Hatchback,Chandigarh,0,1
1431,2018 Hyundai Santro Sportz SE AMT BSIV,5940,2018,1086,Comprehensive,18000,First Owner,Petrol,5,203,Hatchback,Delhi,1,0
1434,2014 Honda City i VTEC V,5700,2014,1497,Third Party,52227,First Owner,Petrol,5,178,Sedan,Chandigarh,0,1
1435,2019 Kia Seltos GTX Option,17880,2019,1353,Comprehensive,51000,First Owner,Petrol,5,165,SUV,Delhi,0,1
1438,2020 MG Hector Sharp DCT,19812,2020,1451,Third Party,20000,First Owner,Petrol,5,1396,SUV,Delhi,1,0
1439,2017 Mercedes-Benz E-Class Expression E 200 BSIV,51600,2017,1991,Comprehensive,57000,First Owner,Petrol,5,15,Sedan,Delhi,1,0
1440,2022 Mercedes-Benz GLC 200,78000,2022,1991,Comprehensive,17800,First Owner,Petrol,5,1274,SUV,Delhi,1,0
1442,2020 Mercedes-Benz C-Class Progressive C 200,53879,2020,1950,Comprehensive,9000,First Owner,Petrol,5,119,Sedan,Delhi,1,0
1443,2017 Mahindra XUV500 AT W10 1.99 mHawk,12839,2017,1997,Comprehensive,76000,First Owner,Diesel,7,16,SUV,Gurgaon,1,0
1444,2019 Hyundai Creta 1.4 EX Diesel,11940,2019,1396,Comprehensive,22000,First Owner,Diesel,5,221,SUV,Delhi,0,1
1445,2010 Hyundai i10 Era 1.1 iTech SE,2040,2010,1086,Comprehensive,52600,First Owner,Petrol,5,1981,Hatchback,Gurgaon,0,1
1446,2018 Mahindra XUV500 W10 1.99 mHawk,12420,2018,1997,Third Party,68000,Second Owner,Diesel,7,16,SUV,Gurgaon,0,1
1447,2016 Toyota Corolla Altis 1.8 G,10200,2016,1798,Comprehensive,81000,First Owner,Petrol,5,1428,Sedan,Gurgaon,0,1
1448,2011 Volkswagen Vento Petrol Highline,4260,2011,1598,Comprehensive,4057,First Owner,Petrol,5,1504,Sedan,Gurgaon,0,1
1449,2021 Ford Endeavour Titanium Plus 4X2 AT,45600,2021,1996,Comprehensive,40000,Second Owner,Diesel,7,139,SUV,Delhi,1,0
1450,2015 Audi A4 35 TFSi Premium,24000,2015,1798,Comprehensive,34000,Second Owner,Petrol,5,1564,Sedan,Delhi,1,0
1451,2019 BMW 5 Series 530i M Sport,63600,2019,1998,Comprehensive,23000,First Owner,Petrol,5,1501,Sedan,Delhi,1,0
