,full_name,resale_price,registered_year,engine_capacity,insurance,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,transmission_type_Automatic,transmission_type_Manual
1453,2017 Maruti Swift ZXI,6600,2017,1197,Comprehensive,9500,First Owner,Petrol,5,2121,Hatchback,Delhi,0,1
1455,2015 Hyundai Grand i10 AT Asta,5580,2015,1197,Comprehensive,39000,First Owner,Petrol,5,189,Hatchback,Delhi,1,0
1456,2017 Land Rover Discovery Sport Petrol HSE 7S,45600,2017,1997,Comprehensive,44000,First Owner,Petrol,7,1281,SUV,Delhi,1,0
1458,2019 Mercedes-Benz C-Class Progressive C 220d,40800,2019,1950,Comprehensive,27000,Second Owner,Diesel,5,126,Sedan,Delhi,1,0
1459,2018 Ford Ecosport 1.5 Ti VCT MT Signature BSIV,11400,2018,1499,Comprehensive,40000,First Owner,Petrol,5,1888,SUV,Delhi,0,1
1460,2017 Maruti Swift Dzire VXI 1.2 BS IV,6720,2017,1197,Comprehensive,65000,First Owner,Petrol,5,22,Sedan,Gurgaon,0,1
1461,2017 Mercedes-Benz CLS-Class 250 CDI,33588,2017,2143,Comprehensive,55000,Second Owner,Diesel,4,194,Sedan,Delhi,1,0
1462,2011 Hyundai Verna 1.6 SX VTVT,4140,2011,1591,Comprehensive,37758,First Owner,Petrol,5,1701,Sedan,Gurgaon,0,1
1463,2017 Hyundai Creta 1.6 E Plus,9900,2018,1591,Comprehensive,62500,First Owner,Petrol,5,158,SUV,Gurgaon,0,1
1466,2017 Mercedes-Benz C-Class Progressive C 200,28800,2017,1950,Comprehensive,84000,Second Owner,Petrol,5,119,Sedan,Delhi,1,0
1467,2017 Skoda Octavia 1.8 TSI AT Style Plus,13200,2017,1798,Comprehensive,65000,Second Owner,Petrol,5,151,Sedan,Delhi,1,0
1468,2021 Nissan Magnite Turbo XV Premium Opt BSVI,12600,2021,999,Comprehensive,15000,First Owner,Petrol,5,20,SUV,Delhi,0,1
1469,2016 Honda CR-V 2.0L 2WD AT,19740,2016,1997,Comprehensive,27000,First Owner,Petrol,5,137,SUV,Delhi,1,0
1470,2019 Land Rover Range Rover Evoque 2.0 TD4 HSE,47940,2019,1999,Third Party,32000,First Owner,Diesel,5,1568,SUV,Gurgaon,1,0
1471,2018 Toyota Innova Crysta 2.8 ZX AT BSIV,21000,2018,2755,Third Party,110000,First Owner,Diesel,7,1136,MUV,Delhi,1,0
1472,2017 Toyota Camry Hybrid 2.5,21000,2017,2487,Comprehensive,75000,Second Owner,Petrol,5,1916,Sedan,Delhi,1,0
1473,2017 Hyundai Verna 1.6 CRDi SX,9960,2018,1582,Third Party,62400,First Owner,Diesel,5,239,Sedan,Gurgaon,0,1
1474,2014 Maruti Swift Dzire VXI,4680,2014,1197,Comprehensive,77000,First Owner,Petrol,5,191,Sedan,Gurgaon,0,1
1475,2016 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,7380,2016,1497,Third Party,80002,First Owner,Petrol,5,148,SUV,Gurgaon,1,0
1478,2020 Hyundai i20 Asta 1.2,7992,2021,1197,Comprehensive,42110,First Owner,Petrol,5,186,Hatchback,Chandigarh,0,1
1480,2014 Ford Ecosport 1.5 DV5 MT Trend,4740,2014,1498,Third Party,66000,First Owner,Diesel,5,227,SUV,Gurgaon,0,1
1481,2016 Toyota Corolla Altis 1.8 G,10200,2016,1798,Comprehensive,81800,First Owner,Petrol,5,1428,Sedan,Gurgaon,0,1
1482,2017 Mahindra XUV500 AT W10 1.99 mHawk,12839,2017,1997,Comprehensive,76700,First Owner,Diesel,7,16,SUV,Gurgaon,1,0
1483,2014 Chevrolet Sail 1.3 LS,2700,2014,1248,Third Party,67000,First Owner,Diesel,5,221,Sedan,Gurgaon,0,1
1484,2015 Hyundai i20 Magna 1.2,5460,2015,1197,Third Party,88200,First Owner,Petrol,5,186,Hatchback,Gurgaon,0,1
1487,2015 Honda City i VTEC CVT SV,6840,2015,1497,Comprehensive,125000,First Owner,Petrol,5,18,Sedan,Gurgaon,1,0
1488,2018 Toyota Innova Crysta 2.8 GX AT BSIV,18780,2018,2755,Comprehensive,147000,First Owner,Diesel,7,1136,MUV,Gurgaon,1,0
1489,2019 Toyota Innova Crysta 2.8 GX AT BSIV,20340,2019,2755,Third Party,112000,First Owner,Diesel,7,1136,MUV,Gurgaon,1,0
1490,2016 Maruti Swift Dzire VXI 1.2 BS IV,5760,2016,1197,Third Party,82000,First Owner,Petrol,5,22,Sedan,Gurgaon,0,1
1491,2019 Maruti Wagon R AMT VXI Option,6600,2020,998,Comprehensive,74740,First Owner,Petrol,5,2051,Hatchback,Gurgaon,1,0
1492,2013 Maruti Wagon R VXI,3456,2013,998,Comprehensive,28144,First Owner,Petrol,5,2179,Hatchback,Gurgaon,0,1
1493,2018 Maruti Alto K10 VXI AGS Optional,4560,2018,998,Comprehensive,67000,First Owner,Petrol,5,2395,Hatchback,Gurgaon,1,0
1494,2013 Maruti Swift VXI,4440,2014,1197,Comprehensive,74000,Second Owner,Petrol,5,186,Hatchback,Gurgaon,0,1
1495,2019 Mercedes-Benz CLA 200 CGI Sport,35700,2019,1991,Third Party,27000,Second Owner,Petrol,5,1504,Sedan,Gurgaon,1,0
1496,2017 Maruti Alto K10 VXI,3720,2017,998,Comprehensive,56200,First Owner,Petrol,5,2395,Hatchback,Gurgaon,0,1
1497,2012 Honda New Accord 2.4 A/T,5940,2012,2354,Third Party,39000,First Owner,Petrol,5,117,Sedan,Delhi,1,0
1498,2017 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,8340,2017,1498,Third Party,62000,First Owner,Diesel,5,2277,SUV,Delhi,0,1
1499,2018 Mahindra Scorpio S7 140 BSIV,13139,2018,2179,Comprehensive,71000,First Owner,Diesel,7,1636,SUV,Delhi,0,1
1500,2019 Tata Tiago 1.2 Revotron XTA,6120,2020,1199,Comprehensive,49000,Second Owner,Petrol,5,2384,Hatchback,Gurgaon,1,0
1502,2017 Hyundai i20 Magna 1.2,5280,2017,1197,Third Party,111363,First Owner,Petrol,5,186,Hatchback,Chandigarh,0,1
1503,2018 Maruti Baleno 1.2 Zeta,7500,2018,1197,Comprehensive,40820,First Owner,Petrol,5,214,Hatchback,Gurgaon,0,1
1506,2021 BMW 3 Series 330i M Sport,58199,2021,1998,Third Party,7000,First Owner,Petrol,5,1613,Sedan,Gurgaon,1,0
1507,2022 BMW X3 xDrive30i M Sport,83700,2022,1998,Third Party,18000,First Owner,Petrol,5,1317,SUV,Gurgaon,1,0
1510,2019 Mercedes-Benz E-Class Exclusive E 220 d BSIV,62400,2019,1950,Third Party,54000,First Owner,Diesel,5,161,Sedan,Gurgaon,1,0
1511,2020 BMW X3 xDrive 20d xLine,61800,2020,1995,Third Party,38000,First Owner,Diesel,5,1856,SUV,Gurgaon,1,0
1512,2021 BMW 5 Series 520d Luxury Line,75000,2021,1995,Third Party,18000,First Owner,Diesel,5,2037,Sedan,Gurgaon,1,0
1514,2020 Mercedes-Benz C-Class Progressive C 200,51600,2020,1950,Third Party,23000,First Owner,Petrol,5,119,Sedan,Gurgaon,1,0
1516,2022 BMW X1 sDrive20i xLine,50400,2022,1998,Comprehensive,18000,First Owner,Petrol,5,1482,SUV,Gurgaon,1,0
1517,2021 Mercedes-Benz E-Class Exclusive E 220d,88800,2021,1950,Comprehensive,14000,First Owner,Diesel,5,161,Sedan,Gurgaon,1,0
1518,2020 Mercedes-Benz CLA Urban Sport 200d,33000,2020,2143,Comprehensive,21000,Second Owner,Diesel,5,179,Sedan,Gurgaon,1,0
1519,2019 Mercedes-Benz CLA Urban Sport 200,35400,2019,1991,Comprehensive,42000,First Owner,Petrol,5,1504,Sedan,Gurgaon,1,0
1522,2020 BMW X1 sDrive20i SportX,48900,2020,1998,Third Party,28000,First Owner,Petrol,5,1482,SUV,Gurgaon,1,0
1523,2022 Tata Harrier XTA Plus AT BSVI,23100,2022,1956,Third Party,8000,First Owner,Diesel,5,146,SUV,Gurgaon,1,0
1524,2020 Mahindra Scorpio S11,18539,2020,2179,Third Party,60000,First Owner,Diesel,7,154,SUV,Gurgaon,0,1
1525,2015 Hyundai i20 Asta Option 1.2,5940,2015,1197,Third Party,55000,Second Owner,Petrol,5,186,Hatchback,Delhi,0,1
1526,2022 Tata New Safari XZA Plus 6Str Kaziranga Edition AT,26400,2022,1956,Third Party,19000,First Owner,Diesel,6,1408,SUV,Gurgaon,1,0
1529,2013 Renault Scala Diesel RxZ,3540,2013,1461,Comprehensive,85000,First Owner,Diesel,5,2164,Sedan,Delhi,0,1
1531,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,68400,2021,1998,Third Party,5000,First Owner,Petrol,5,153,Sedan,Gurgaon,1,0
1534,2016 Hyundai i20 Magna 1.2,5760,2016,1197,Comprehensive,83000,First Owner,Petrol,5,186,Hatchback,Delhi,0,1
1535,2015 Honda Brio S MT,4500,2015,1198,Third Party,35001,First Owner,Petrol,5,194,Hatchback,Delhi,0,1
1536,2017 Mercedes-Benz E-Class E 200 CGI,33780,2017,1991,Comprehensive,51000,First Owner,Petrol,5,12,Sedan,Delhi,1,0
1537,2016 Maruti SX4 S Cross DDiS 200 Delta,5700,2017,1248,Comprehensive,62000,Second Owner,Diesel,5,2365,SUV,Delhi,0,1
1538,2018 Mini 3 DOOR Cooper S BSVI,45588,2020,1998,Third Party,14001,First Owner,Petrol,4,1733,Hatchback,Delhi,1,0
1539,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,8100,2016,1248,Comprehensive,52000,First Owner,Diesel,5,243,SUV,Delhi,0,1
1540,2019 Mitsubishi Pajero Sport 4X2 AT,23580,2019,2477,Third Party,34000,First Owner,Diesel,7,135,SUV,Gurgaon,1,0
1543,2016 Audi A4 35 TDI Premium Plus,15539,2016,1968,Comprehensive,67000,Second Owner,Diesel,5,1825,Sedan,Delhi,1,0
1544,2017 Audi Q5 30 TDI quattro Premium,30900,2017,1968,Third Party,35000,First Owner,Diesel,5,1416,SUV,Delhi,1,0
1545,2019 BMW X1 xDrive 20d xLine,35988,2019,1995,Comprehensive,18000,First Owner,Diesel,5,2068,SUV,Delhi,1,0
1546,2014 Renault Duster 110PS Diesel RxL,4800,2014,1461,Third Party,80000,Second Owner,Diesel,5,1901,SUV,Chandigarh,0,1
1548,2022 Hyundai Verna S Plus,11760,2022,1497,Third Party,10000,First Owner,Petrol,5,177,Sedan,Chandigarh,0,1
1549,2011 Fiat Punto 1.4 Emotion,1800,2011,1368,Third Party,60000,Second Owner,Petrol,5,146,Hatchback,Chandigarh,0,1
1550,2018 Maruti Vitara Brezza ZDi,9000,2018,1248,Third Party,150000,First Owner,Diesel,5,243,SUV,Chandigarh,0,1
1551,2021 Maruti Swift VXI AMT BSVI,8388,2021,1197,Third Party,21000,First Owner,Petrol,5,2256,Hatchback,Delhi,1,0
1552,2012 Honda City S,4200,2012,1497,Third Party,100000,First Owner,Petrol,5,168,Sedan,Jaipur,0,1
1553,2017 Honda City i VTEC CVT VX,10416,2018,1497,Comprehensive,25791,First Owner,Petrol,5,18,Sedan,Jaipur,1,0
1554,2018 Maruti Baleno 1.2 Delta,6612,2018,1197,Comprehensive,95745,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1555,2016 Honda Jazz 1.2 VX i VTEC,6120,2016,1199,Comprehensive,54256,First Owner,Petrol,5,187,Hatchback,Jaipur,0,1
1556,2018 Maruti Swift VDI,7860,2018,1248,Comprehensive,49225,First Owner,Diesel,5,284,Hatchback,Jaipur,0,1
1557,2019 Maruti Baleno 1.2 Zeta,8352,2019,1197,Zero Dep,28742,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1558,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,5784,2017,1197,Zero Dep,39176,First Owner,Petrol,5,189,Hatchback,Jaipur,0,1
1559,2018 Maruti Baleno 1.2 Alpha,8040,2018,1197,Comprehensive,49500,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1560,2014 Maruti Ertiga ZDI,7919,2014,1248,Third Party,100227,First Owner,Diesel,7,2077,MUV,Jaipur,0,1
1561,2019 Mahindra Scorpio S11 4WD BSIV,19200,2019,2179,Third Party,100000,Second Owner,Diesel,7,1636,SUV,Jaipur,0,1
1562,2013 Hyundai Verna 1.6 CRDI,4919,2013,1582,Third Party,120000,Third Owner,Diesel,5,2232,Sedan,Jaipur,0,1
1563,2014 Ford Figo Diesel Titanium,2400,2014,1399,Third Party,90000,Third Owner,Diesel,5,20,Hatchback,Jaipur,0,1
1564,2022 Maruti Swift Dzire ZXI BSVI,10680,2022,1197,Third Party,20000,First Owner,Petrol,5,2241,Sedan,Jaipur,0,1
1565,2022 Skoda Slavia 1.0 TSI Style BSVI,17880,2022,999,Third Party,20000,First Owner,Petrol,5,1947,Sedan,Jaipur,0,1
1566,2021 Maruti Swift VXI BSVI,7800,2021,1197,Third Party,60000,First Owner,Petrol,5,2238,Hatchback,Jaipur,0,1
1567,2022 Skoda Kushaq 1.0 TSI Style BSVI,18000,2022,999,Third Party,20000,First Owner,Petrol,5,192,SUV,Jaipur,0,1
1569,2019 Honda Amaze VX Petrol BSIV,7236,2019,1199,Third Party,90239,First Owner,Petrol,5,195,Sedan,Jaipur,0,1
1570,2019 Maruti Baleno 1.3 Zeta,9480,2019,1248,Zero Dep,49616,First Owner,Diesel,5,2739,Hatchback,Jaipur,0,1
1571,2012 Maruti Swift Dzire VXI,4788,2012,1197,Comprehensive,94554,First Owner,Petrol,5,2241,Sedan,Jaipur,0,1
1572,2019 Maruti Baleno 1.2 Zeta,8484,2019,1197,Comprehensive,42641,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1573,2019 Maruti Baleno 1.2 Alpha,8928,2019,1197,Third Party,28053,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1574,2019 Maruti Alto 800 LXI,3828,2019,796,Comprehensive,37771,First Owner,Petrol,5,2205,Hatchback,Jaipur,0,1
1575,2014 Mahindra XUV500 W6 2WD,7884,2014,2179,Third Party,99365,First Owner,Diesel,7,151,SUV,Jaipur,0,1
1576,2019 Kia Seltos GTX Plus DCT,14832,2019,1353,Third Party,64946,First Owner,Petrol,5,165,SUV,Jaipur,1,0
1577,2016 Maruti Baleno 1.2 Alpha,7236,2016,1197,Comprehensive,39413,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1578,2012 Honda Brio S MT,2904,2012,1198,Third Party,86084,First Owner,Petrol,5,194,Hatchback,Jaipur,0,1
1579,2014 Maruti Swift ZDi,5400,2014,1248,Third Party,74232,First Owner,Diesel,5,229,Hatchback,Jaipur,0,1
1580,2020 Jeep Compass 2.0 Limited Plus,22800,2020,1956,Third Party,50000,First Owner,Diesel,5,171,SUV,Jaipur,0,1
1581,2013 Maruti Alto 800 LXI,1560,2013,796,Third Party,80000,Second Owner,Petrol,5,2274,Hatchback,Jaipur,0,1
1582,2012 BMW X3 xDrive20d,10200,2012,1995,Third Party,120000,Second Owner,Diesel,5,1609,SUV,Jaipur,1,0
1583,2014 Tata Safari Storme VX,4500,2014,2179,Third Party,90000,Second Owner,Diesel,7,14,SUV,Jaipur,0,1
1584,2015 Datsun GO T BSIV,2580,2015,1198,Third Party,80000,First Owner,Petrol,5,2063,Hatchback,Jaipur,0,1
1585,2014 Honda City i DTEC V,6600,2014,1498,Third Party,90000,Second Owner,Diesel,5,26,Sedan,Jaipur,0,1
1588,2019 Skoda Octavia 1.8 TSI AT Onyx,26279,2019,1798,Comprehensive,41521,First Owner,Petrol,5,151,Sedan,Jaipur,1,0
1589,2017 Hyundai Xcent 1.2 VTVT E Plus,5771,2017,1197,Comprehensive,94112,First Owner,Petrol,5,2014,Sedan,Jaipur,0,1
1590,2012 Maruti Swift VXI,4632,2012,1197,Comprehensive,76043,First Owner,Petrol,5,2238,Hatchback,Jaipur,0,1
1591,2015 Maruti Swift Dzire VXI,5400,2015,1197,Comprehensive,87168,First Owner,Petrol,5,2241,Sedan,Jaipur,0,1
1592,2017 Renault Duster 110PS Diesel RxZ,8232,2018,1461,Zero Dep,75744,First Owner,Diesel,5,196,SUV,Jaipur,0,1
1593,2018 Honda City i-VTEC VX,9972,2018,1497,Third Party,51046,Second Owner,Petrol,5,174,Sedan,Jaipur,0,1
1594,2018 Datsun GO Plus T,4236,2018,1198,Comprehensive,27153,Third Owner,Petrol,7,1902,MUV,Jaipur,0,1
1595,2016 Maruti Alto 800 LXI,3216,2016,796,Comprehensive,57826,First Owner,Petrol,5,2205,Hatchback,Jaipur,0,1
1596,2018 Ford Ecosport 1.5 Diesel Titanium BSIV,8640,2018,1498,Comprehensive,104521,First Owner,Diesel,5,23,SUV,Jaipur,0,1
1597,2015 Maruti Celerio ZXI,3792,2015,998,Comprehensive,49166,Third Owner,Petrol,5,2524,Hatchback,Jaipur,0,1
1598,2014 Hyundai EON 1.0 Kappa Magna Plus,3768,2014,998,Comprehensive,31608,Second Owner,Petrol,5,203,Hatchback,Jaipur,0,1
1599,2015 Honda City i VTEC VX,6696,2015,1497,Third Party,90011,First Owner,Petrol,5,174,Sedan,Jaipur,0,1
1600,2015 Maruti Swift VXI Glory Limited Edition,5040,2015,1197,Third Party,40000,First Owner,Petrol,5,204,Hatchback,Jaipur,0,1
1601,2022 Maruti Baleno Delta,8400,2022,1197,Third Party,20000,First Owner,Petrol,5,2101,Hatchback,Jaipur,0,1
1602,2007 Honda Civic 1.8 S MT,2040,2007,1799,Third Party,150000,Third Owner,Petrol,5,135,Sedan,Jaipur,0,1
1603,2015 Hyundai Creta 1.4 CRDi S,8400,2015,1396,Third Party,120000,First Owner,Diesel,5,2138,SUV,Jaipur,0,1
1604,2017 Hyundai Creta 1.6 CRDi AT SX Plus,12120,2017,1582,Third Party,90000,Second Owner,Diesel,5,1701,SUV,Jaipur,1,0
1605,2016 Maruti Ignis 1.3 Sigma,3540,2016,1248,Third Party,70000,First Owner,Diesel,5,268,Hatchback,Jaipur,0,1
1606,2021 Hyundai i20 Sportz BSVI,8520,2021,1197,Third Party,40000,Second Owner,Petrol,5,21,Hatchback,Jaipur,0,1
1608,2018 Honda Amaze S Petrol BSIV,6408,2018,1199,Zero Dep,58159,Second Owner,Petrol,5,195,Sedan,Jaipur,0,1
1609,2018 Maruti Baleno 1.2 CVT Alpha,9336,2018,1197,Third Party,63662,First Owner,Petrol,5,214,Hatchback,Jaipur,1,0
1610,2010 Hyundai i10 Magna,2088,2010,1197,Third Party,121896,First Owner,Petrol,5,2036,Hatchback,Jaipur,0,1
1611,2017 Renault KWID 1.0 RXT,3108,2017,999,Comprehensive,32590,First Owner,Petrol,5,2301,Hatchback,Jaipur,0,1
1612,2018 Hyundai i20 1.2 Spotz,6924,2018,1197,Third Party,73398,Second Owner,Petrol,5,186,Hatchback,Jaipur,0,1
1613,2018 Volkswagen Polo GT TSI,8400,2018,1197,Third Party,112625,First Owner,Petrol,5,1721,Hatchback,Jaipur,1,0
1614,2010 Hyundai i10 Sportz 1.2,2148,2011,1197,Third Party,72817,Third Owner,Petrol,5,2036,Hatchback,Jaipur,0,1
1615,2017 Volkswagen Ameo 1.5 TDI Highline Plus,7236,2017,1498,Third Party,99643,First Owner,Diesel,5,2166,Sedan,Jaipur,0,1
1617,2015 Renault KWID RXT Optional,2976,2015,799,Comprehensive,45522,Second Owner,Petrol,5,2517,Hatchback,Jaipur,0,1
1618,2013 Hyundai i20 Sportz 1.2,4368,2014,1197,Comprehensive,68551,First Owner,Petrol,5,185,Hatchback,Jaipur,0,1
1619,2020 Hyundai Grand i10 Nios Era,6023,2020,1197,Third Party,22480,First Owner,Petrol,5,207,Hatchback,Jaipur,0,1
1621,2017 Land Rover Discovery Sport TD4 SE,27600,2017,1999,Third Party,80000,Second Owner,Diesel,7,1283,SUV,Jaipur,1,0
1622,2012 Honda Brio V MT,2400,2012,1198,Third Party,50000,Second Owner,Petrol,5,194,Hatchback,Jaipur,0,1
1624,2022 Skoda Kushaq 1.0 TSI Ambition BSVI,15600,2022,999,Third Party,10000,First Owner,Petrol,5,192,SUV,Jaipur,0,1
1625,2017 Ford Aspire 1.5 TDCi Trend,4560,2017,1498,Third Party,100000,First Owner,Diesel,5,2583,Sedan,Jaipur,0,1
1626,2016 Maruti Swift Dzire VDI,5880,2016,1248,Third Party,120000,Third Owner,Diesel,5,2659,Sedan,Jaipur,0,1
1628,2013 Honda Amaze S i-Vtech,4080,2013,1198,Comprehensive,52034,First Owner,Petrol,5,18,Sedan,Jaipur,0,1
1629,2018 Hyundai Grand i10 1.2 Kappa Asta,6312,2018,1197,Comprehensive,100977,Second Owner,Petrol,5,189,Hatchback,Jaipur,0,1
1630,2015 Hyundai Grand i10 Asta,4919,2015,1197,Comprehensive,75415,Second Owner,Petrol,5,189,Hatchback,Jaipur,0,1
1631,2018 Hyundai EON Era Plus,3840,2018,814,Third Party,43571,First Owner,Petrol,5,211,Hatchback,Jaipur,0,1
1632,2015 Maruti Wagon R VXI BS IV,4104,2015,998,Third Party,84897,First Owner,Petrol,5,2051,Hatchback,Jaipur,0,1
1633,2010 Maruti Swift Vdi BSIII,3108,2010,1248,Comprehensive,104842,Second Owner,Diesel,5,178,Hatchback,Jaipur,0,1
1634,2021 Tata Nexon XZ Plus S 2020-2022,11328,2021,1199,Zero Dep,36251,First Owner,Petrol,5,1757,SUV,Jaipur,0,1
1635,2011 Volkswagen Polo Petrol Highline 1.2L,3708,2011,1198,Third Party,50053,First Owner,Petrol,5,1647,Hatchback,Jaipur,0,1
1636,2013 Renault Duster 110PS Diesel RxZ,4260,2013,1461,Comprehensive,92274,First Owner,Diesel,5,1901,SUV,Jaipur,0,1
1637,2017 Tata Tiago 1.2 Revotron XTA,5196,2018,1199,Comprehensive,67653,First Owner,Petrol,5,2384,Hatchback,Jaipur,1,0
1638,2016 Renault KWID RXT,3275,2016,799,Third Party,65206,Second Owner,Petrol,5,2517,Hatchback,Jaipur,0,1
1639,2012 Renault Duster 110PS Diesel RxZ,4368,2012,1461,Third Party,121243,Second Owner,Diesel,5,1901,SUV,Jaipur,0,1
1640,2017 Chevrolet Sail 1.3 Base,4200,2017,1248,Third Party,120000,First Owner,Diesel,5,221,Sedan,Jaipur,0,1
1641,2019 Maruti Ciaz Delta BSIV,8280,2019,1462,Third Party,40000,First Owner,Petrol,5,2156,Sedan,Jaipur,0,1
1642,2014 Mahindra XUV500 W8 4WD,6600,2014,2179,Third Party,110000,Third Owner,Diesel,7,151,SUV,Jaipur,0,1
1643,2019 Maruti Alto 800 LXI,3840,2019,796,Third Party,40000,Second Owner,Petrol,5,2205,Hatchback,Jaipur,0,1
1644,2012 Volkswagen Polo Diesel Comfortline 1.2L,2112,2012,1199,Third Party,90000,Fourth Owner,Diesel,5,2207,Hatchback,Jaipur,0,1
1645,2013 BMW 3 Series 320d Luxury Line,13200,2013,1995,Third Party,90000,Third Owner,Diesel,5,1888,Sedan,Jaipur,1,0
1646,2020 Honda Amaze VX Petrol,8700,2020,1199,Third Party,30000,First Owner,Petrol,5,186,Sedan,Jaipur,0,1
1648,2014 Hyundai Grand i10 CRDi Sportz,4128,2014,1120,Comprehensive,76164,Second Owner,Diesel,5,24,Hatchback,Jaipur,0,1
1649,2016 Maruti Alto 800 LXI,3192,2016,796,Comprehensive,67039,First Owner,Petrol,5,2205,Hatchback,Jaipur,0,1
1650,2020 Hyundai i20 Sportz BSVI,9935,2020,1197,Zero Dep,35979,First Owner,Petrol,5,21,Hatchback,Jaipur,0,1
1651,2016 Hyundai i20 Sportz 1.2,6312,2016,1197,Zero Dep,90332,First Owner,Petrol,5,186,Hatchback,Jaipur,0,1
1652,2019 Maruti Baleno 1.2 Delta,7511,2019,1197,Comprehensive,47214,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1653,2018 Datsun RediGO AMT 1.0 T Option,3936,2018,999,Comprehensive,22982,First Owner,Petrol,5,225,Hatchback,Jaipur,1,0
1654,2017 Maruti Alto 800 LXI,3275,2017,796,Third Party,51759,First Owner,Petrol,5,2205,Hatchback,Jaipur,0,1
1655,2019 Hyundai i20 Sportz Plus BSIV,7128,2019,1197,Third Party,109048,First Owner,Petrol,5,186,Hatchback,Jaipur,0,1
1656,2021 Mahindra Bolero Neo N8 BSVI,10980,2021,1493,Third Party,43867,First Owner,Diesel,7,1729,SUV,Jaipur,0,1
1657,2017 Honda WR-V i-VTEC VX,7452,2017,1199,Zero Dep,103116,First Owner,Petrol,5,175,SUV,Jaipur,0,1
1658,2017 Maruti Baleno 1.2 CVT Delta,6936,2017,1197,Zero Dep,63633,First Owner,Petrol,5,214,Hatchback,Jaipur,1,0
1659,2016 Hyundai Creta 1.6 VTVT SX Plus,9396,2016,1591,Comprehensive,60647,Second Owner,Petrol,5,13,SUV,Jaipur,0,1
1660,2020 Honda City V MT,12720,2020,1498,Third Party,30000,First Owner,Petrol,5,186,Sedan,Jaipur,0,1
1661,2016 Honda City i VTEC CVT VX,7800,2016,1497,Third Party,70000,Second Owner,Petrol,5,18,Sedan,Jaipur,1,0
1662,2019 Maruti Ciaz Delta BSIV,8700,2019,1462,Third Party,40000,First Owner,Petrol,5,2156,Sedan,Jaipur,0,1
1663,2022 Tata New Safari XZ Plus BSVI,24000,2022,1956,Third Party,30000,First Owner,Diesel,7,1614,SUV,Jaipur,0,1
1664,2020 Hyundai Grand i10 Sportz,6540,2020,1197,Third Party,80000,First Owner,Petrol,5,189,Hatchback,Jaipur,0,1
1665,2019 Maruti Ciaz Delta BSIV,9000,2019,1462,Third Party,40000,First Owner,Petrol,5,2156,Sedan,Jaipur,0,1
1666,2014 Tata Manza Club Class Quadrajet90 LX,3024,2014,1248,Third Party,60000,Third Owner,Diesel,5,2102,Sedan,Jaipur,0,1
1667,2014 Volkswagen Vento Diesel Highline,5220,2014,1598,Third Party,100000,Second Owner,Diesel,5,2054,Sedan,Jaipur,0,1
1668,2020 Tata Altroz XE BSVI,6504,2020,1199,Third Party,21388,First Owner,Petrol,5,1933,Hatchback,Jaipur,0,1
1669,2019 Maruti Swift Dzire AMT VXI,7236,2019,1197,Third Party,52858,Second Owner,Petrol,5,2121,Sedan,Jaipur,1,0
1670,2016 Hyundai Verna 1.6 CRDi SX,8856,2016,1582,Third Party,50889,Second Owner,Diesel,5,239,Sedan,Jaipur,0,1
1671,2016 Hyundai i20 Sportz 1.2,6516,2016,1197,Comprehensive,34217,First Owner,Petrol,5,186,Hatchback,Jaipur,0,1
1672,2018 Hyundai Verna VTVT 1.6 SX,10488,2018,1591,Zero Dep,45316,First Owner,Petrol,5,17,Sedan,Jaipur,0,1
1673,2014 Hyundai Grand i10 Asta,5040,2014,1197,Third Party,31725,Second Owner,Petrol,5,189,Hatchback,Jaipur,0,1
1674,2019 Maruti Alto K10 VXI,3948,2019,998,Third Party,41173,First Owner,Petrol,5,2439,Hatchback,Jaipur,0,1
1675,2019 Honda Amaze S Petrol BSIV,7092,2019,1199,Third Party,64983,First Owner,Petrol,5,195,Sedan,Jaipur,0,1
1676,2015 Maruti Baleno 1.2 Delta,5112,2015,1197,Third Party,86423,First Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1677,2019 Maruti Baleno 1.2 Delta,7403,2019,1197,Zero Dep,14218,Second Owner,Petrol,5,214,Hatchback,Jaipur,0,1
1678,2017 Maruti Baleno 1.2 CVT Alpha,8916,2017,1197,Comprehensive,71711,First Owner,Petrol,5,214,Hatchback,Jaipur,1,0
1679,2019 Hyundai i20 Asta Option CVT BSIV,9120,2019,1197,Zero Dep,33236,Second Owner,Petrol,5,174,Hatchback,Jaipur,1,0
1680,2013 Mahindra Bolero XL 9 STR,4800,2013,2523,Third Party,120000,First Owner,Diesel,7,1596,SUV,Jaipur,0,1
